Vegetable,Season,Month,Temperature,Disaster Events,Vegetable Condition,Price per kg
Okra,Spring,6,19.67883533,No,scrap,20
Brinjal,Winter,10,34.69748808,Yes,wilted,52
Ginger,Spring,5,33.54967923,No,fresh,60
Radish,Monsoon,6,36.74741674,No,fresh,35
Garlic,Autumn,11,26.88793695,No,wilted,80
Cucumber,Summer,10,20.56229439,No,fresh,30
Bitter gourd,Winter,7,28.18194089,Yes,scrap,32.5
Radish,Autumn,7,12.67410039,No,fresh,35
Garlic,Autumn,2,10.28758053,No,wilted,80
Tomato,Spring,12,10.5128056,Yes,wilted,39
Brinjal,Monsoon,3,22.22628814,No,average,40
Okra,Spring,12,16.84232782,No,average,20
Okra,Monsoon,6,14.72013117,No,fresh,20
Potato,Spring,3,28.45978047,No,fresh,28
Cucumber,Autumn,2,39.85285128,No,wilted,30
Cucumber,Summer,4,15.33259611,No,average,30
Cabbage,Monsoon,5,26.39264273,Yes,average,39
Tomato,Winter,11,13.59182542,No,scrap,30
Tomato,Winter,10,38.02709323,Yes,scrap,39
Pointed grourd,Autumn,9,18.75265506,No,wilted,35
Radish,Spring,3,36.3501946,Yes,wilted,49.4
Radish,Spring,3,18.49229318,Yes,wilted,45.5
Potato,Autumn,6,34.18157441,Yes,wilted,36.4
Bitter gourd,Winter,5,16.28144,Yes,average,32.5
Tomato,Winter,6,18.7836829,No,wilted,30
Cabbage,Spring,7,15.77426096,No,wilted,30
Radish,Monsoon,11,17.92779634,No,average,35
Cauliflower,Summer,3,35.04597266,Yes,scrap,26
Cauliflower,Monsoon,5,29.17097493,Yes,wilted,26
Tomato,Winter,8,22.17639007,Yes,scrap,39
Peas,Monsoon,4,39.14563081,Yes,average,110.5
Cabbage,Summer,10,23.94584581,Yes,scrap,39
Ginger,Monsoon,2,39.09279914,Yes,average,78
Pumpkin,Monsoon,4,15.89760769,Yes,wilted,52
Bitter gourd,Monsoon,2,37.13915281,No,scrap,25
Pumpkin,Monsoon,3,10.41466612,Yes,wilted,52
Brinjal,Autumn,4,26.35909607,No,fresh,40
Cauliflower,Winter,4,22.69157183,No,fresh,20
Cucumber,Summer,10,25.75263536,Yes,scrap,39
Bitter gourd,Winter,9,26.60334496,Yes,average,32.5
Tomato,Autumn,10,21.67094062,Yes,scrap,39
Ginger,Autumn,6,39.94593541,Yes,average,78
Bitter gourd,Autumn,9,39.29521571,No,fresh,25
Chilly,Autumn,4,38.8523613,Yes,average,45.5
Radish,Monsoon,9,39.37255142,No,fresh,38
Cucumber,Winter,11,33.79037196,Yes,scrap,39
Ginger,Spring,9,39.65771437,No,wilted,60
Potato,Summer,6,36.77080676,No,wilted,28
Radish,Autumn,5,22.47797911,No,wilted,38
Cabbage,Winter,3,33.54331325,No,average,30
Pointed grourd,Autumn,5,37.36203535,No,wilted,35
Radish,Autumn,3,31.37818221,Yes,average,49.4
Peas,Autumn,5,22.68347022,Yes,wilted,110.5
Onion,Autumn,5,11.97370726,Yes,average,32.5
Cauliflower,Autumn,2,34.29090811,No,average,20
Pointed grourd,Summer,9,38.58228619,Yes,fresh,45.5
Brinjal,Winter,7,20.87389781,No,fresh,40
Chilly,Autumn,6,14.55718153,No,scrap,35
Ginger,Autumn,5,19.79511518,Yes,fresh,78
Garlic,Autumn,4,27.47867075,No,average,80
Pumpkin,Autumn,8,19.5078701,Yes,fresh,52
Cabbage,Monsoon,2,28.31856191,No,fresh,30
Radish,Monsoon,8,39.00556697,Yes,fresh,49.4
Radish,Spring,1,30.1220348,No,average,38
Ginger,Autumn,10,20.87978099,Yes,average,78
Bitter gourd,Spring,1,38.07258914,Yes,scrap,32.5
Tomato,Summer,3,26.96905806,No,fresh,30
Pointed grourd,Spring,5,13.85117196,No,fresh,35
Peas,Winter,6,24.96943016,No,average,85
Chilly,Monsoon,4,29.60909335,Yes,scrap,45.5
Pointed grourd,Monsoon,7,35.14763097,Yes,scrap,45.5
Tomato,Autumn,7,38.0943036,No,average,30
Cucumber,Autumn,2,19.52248401,Yes,fresh,39
Bitter gourd,Summer,2,14.66537092,Yes,scrap,32.5
Chilly,Summer,2,12.21485927,No,scrap,35
Pumpkin,Winter,2,32.15063808,Yes,fresh,52
Chilly,Autumn,9,33.85474758,Yes,scrap,45.5
Bitter gourd,Autumn,5,22.28119381,Yes,fresh,32.5
Radish,Summer,11,21.87776222,No,scrap,38
Okra,Summer,8,38.62711095,Yes,scrap,26
Chilly,Summer,5,37.50043975,No,average,35
Brinjal,Monsoon,11,16.99797706,Yes,scrap,52
Radish,Spring,5,33.42422943,Yes,fresh,45.5
Garlic,Spring,1,28.68101189,Yes,scrap,104
Cauliflower,Autumn,6,14.62668217,Yes,average,26
Bitter gourd,Monsoon,4,20.70313141,Yes,scrap,32.5
Potato,Summer,3,15.32418824,No,wilted,28
Garlic,Autumn,6,18.85468116,Yes,fresh,104
Radish,Monsoon,2,28.45903527,Yes,wilted,45.5
Pumpkin,Winter,8,21.25796413,Yes,average,52
Onion,Monsoon,1,21.8217856,Yes,wilted,32.5
Okra,Autumn,12,26.18941878,No,scrap,20
Ginger,Spring,9,12.61672417,Yes,fresh,78
Onion,Summer,8,32.1639187,Yes,wilted,32.5
Tomato,Winter,1,22.051286,Yes,scrap,39
Brinjal,Monsoon,10,24.41191265,Yes,wilted,52
Cucumber,Autumn,12,39.22899187,No,scrap,30
Chilly,Autumn,9,20.33100665,No,scrap,35
Okra,Summer,2,29.44656808,Yes,wilted,26
Chilly,Autumn,3,21.77512952,Yes,average,45.5
Okra,Autumn,2,36.82848156,Yes,fresh,26
Tomato,Summer,8,35.40268801,Yes,average,39
Tomato,Winter,2,17.24872815,Yes,wilted,39
Pointed grourd,Spring,10,30.75237138,No,scrap,35
Garlic,Spring,2,11.95515988,No,wilted,80
Cabbage,Monsoon,1,38.89556169,Yes,scrap,39
Onion,Winter,7,20.46970324,Yes,scrap,32.5
Brinjal,Monsoon,12,34.95528318,Yes,average,52
Cabbage,Spring,2,19.55294098,No,average,30
Radish,Summer,10,28.98312224,Yes,wilted,49.4
Brinjal,Autumn,5,39.50772376,Yes,fresh,52
Onion,Spring,5,36.30249589,No,average,25
Cucumber,Winter,3,14.8109773,No,scrap,30
Peas,Spring,3,26.42465299,Yes,wilted,110.5
Garlic,Winter,12,20.45595346,Yes,wilted,104
Radish,Winter,3,23.03016555,Yes,fresh,45.5
Cucumber,Winter,6,20.05549388,Yes,wilted,39
Okra,Monsoon,4,20.07877745,No,average,20
Pointed grourd,Summer,3,26.27659731,No,scrap,35
Cabbage,Spring,2,15.75892027,Yes,wilted,39
Radish,Summer,3,26.12186276,No,wilted,35
Brinjal,Autumn,4,18.36896312,Yes,scrap,52
Brinjal,Spring,6,18.66948713,No,wilted,40
Cabbage,Summer,4,32.16244087,Yes,wilted,39
Cucumber,Summer,8,10.88780811,Yes,fresh,39
Radish,Autumn,3,21.42837288,No,average,35
Onion,Winter,12,22.2260314,No,wilted,25
Okra,Spring,3,24.55330419,No,average,20
Bitter gourd,Spring,3,30.07033074,No,fresh,25
Radish,Autumn,8,21.09060348,No,average,38
Cucumber,Winter,4,16.39411313,Yes,fresh,39
Okra,Spring,1,36.54618522,Yes,average,26
Cauliflower,Spring,2,39.4311588,No,average,20
Brinjal,Spring,10,10.6004408,Yes,wilted,52
Cauliflower,Winter,2,26.39400553,Yes,average,26
Bitter gourd,Autumn,3,20.25107137,Yes,wilted,32.5
Onion,Spring,6,18.30968726,Yes,wilted,32.5
Radish,Summer,8,20.07119173,No,average,35
Radish,Winter,12,29.16633269,Yes,wilted,49.4
Cauliflower,Monsoon,1,15.72148031,Yes,average,26
Brinjal,Autumn,9,37.38582135,Yes,scrap,52
Potato,Summer,1,23.98343575,Yes,wilted,36.4
Bitter gourd,Spring,10,19.76730499,No,scrap,25
Tomato,Monsoon,2,32.96593995,Yes,scrap,39
Potato,Autumn,3,10.49039996,Yes,wilted,36.4
Cauliflower,Winter,7,22.95558597,Yes,fresh,26
Garlic,Monsoon,9,20.65910803,No,fresh,80
Tomato,Monsoon,3,20.1462973,No,scrap,30
Okra,Summer,8,20.11214086,Yes,scrap,26
Cauliflower,Autumn,9,10.93814133,Yes,average,26
Bitter gourd,Summer,10,14.56349209,No,scrap,25
Onion,Summer,7,14.25655478,Yes,wilted,32.5
Cauliflower,Spring,4,39.65831514,No,fresh,20
Okra,Winter,4,10.66497268,Yes,fresh,26
Potato,Monsoon,4,15.01220969,Yes,fresh,36.4
Pumpkin,Autumn,6,39.22523526,No,wilted,40
Onion,Winter,4,28.84769781,Yes,average,32.5
Cucumber,Winter,5,23.52001362,Yes,wilted,39
Radish,Autumn,9,12.36282799,Yes,wilted,49.4
Cucumber,Winter,12,30.08983485,No,fresh,30
Tomato,Spring,7,14.13408963,No,wilted,30
Onion,Winter,8,30.13558366,Yes,scrap,32.5
Cabbage,Spring,5,39.37529492,Yes,wilted,39
Radish,Monsoon,5,25.95917976,Yes,fresh,45.5
Radish,Monsoon,11,16.42253964,Yes,fresh,45.5
Cauliflower,Summer,7,28.75851253,No,wilted,20
Okra,Spring,11,25.38789063,No,scrap,20
Tomato,Monsoon,12,25.99420791,No,scrap,30
Peas,Winter,8,24.34320838,Yes,fresh,110.5
Okra,Autumn,9,30.21221723,Yes,scrap,26
Onion,Autumn,2,27.15836087,No,scrap,25
Potato,Spring,3,39.60985232,Yes,average,36.4
Ginger,Summer,12,34.77590263,Yes,average,78
Garlic,Winter,12,17.94095133,No,scrap,80
Tomato,Spring,2,31.77269566,Yes,scrap,39
Radish,Autumn,10,16.42901048,No,average,35
Radish,Spring,7,33.47039224,Yes,average,45.5
Bitter gourd,Winter,12,14.4267292,Yes,average,32.5
Pumpkin,Monsoon,2,24.20661501,Yes,fresh,52
Chilly,Winter,12,33.71818595,Yes,fresh,45.5
Peas,Monsoon,2,18.40338107,Yes,average,110.5
Radish,Monsoon,2,35.11357375,No,average,38
Brinjal,Monsoon,12,29.32452127,No,average,40
Ginger,Spring,4,21.92566987,Yes,fresh,78
Peas,Autumn,1,22.70250128,Yes,fresh,110.5
Cabbage,Spring,2,37.77974602,No,scrap,30
Bitter gourd,Autumn,3,16.53373,No,wilted,25
Peas,Winter,7,30.80087846,Yes,scrap,110.5
Radish,Summer,10,31.21882617,No,wilted,38
Radish,Winter,1,37.6734908,No,wilted,38
Onion,Spring,6,31.39492806,No,wilted,25
Cucumber,Spring,3,27.53402254,Yes,scrap,39
Cauliflower,Autumn,3,37.07567617,No,fresh,20
Potato,Spring,4,34.87396089,No,fresh,28
Pumpkin,Monsoon,4,31.50329365,No,fresh,40
Cabbage,Spring,7,10.97735147,No,fresh,30
Onion,Autumn,3,21.20561255,Yes,scrap,32.5
Cucumber,Autumn,8,28.95669017,No,average,30
Bitter gourd,Monsoon,8,25.66751573,No,wilted,25
Pumpkin,Autumn,11,19.57954979,No,fresh,40
Ginger,Summer,7,14.33271747,Yes,fresh,78
Pumpkin,Winter,2,26.58989748,Yes,scrap,52
Onion,Spring,5,18.57752728,Yes,wilted,32.5
Tomato,Summer,6,16.99001469,No,fresh,30
Okra,Spring,12,21.96874681,No,average,20
Cucumber,Summer,10,33.564743,No,fresh,30
Peas,Spring,4,24.63560507,Yes,wilted,110.5
Garlic,Monsoon,10,16.49476631,No,average,80
Tomato,Autumn,5,13.50709427,No,scrap,30
Bitter gourd,Autumn,9,24.96961791,Yes,average,32.5
Chilly,Monsoon,11,33.83099195,No,wilted,35
Okra,Summer,7,29.58454071,No,wilted,20
Brinjal,Winter,2,16.9644664,Yes,average,52
Peas,Summer,11,23.10119757,Yes,fresh,110.5
Cucumber,Autumn,1,35.6569109,Yes,wilted,39
Ginger,Winter,2,15.32967724,Yes,average,78
Cauliflower,Spring,3,25.96241712,Yes,wilted,26
Peas,Winter,11,20.68694526,No,fresh,85
Chilly,Summer,2,13.72539264,Yes,fresh,45.5
Radish,Monsoon,11,11.49711763,No,average,35
Brinjal,Spring,3,26.67614154,No,scrap,40
Peas,Summer,10,10.62246621,Yes,scrap,110.5
Potato,Spring,11,13.1033835,Yes,fresh,36.4
Cauliflower,Winter,11,20.42692843,No,scrap,20
Garlic,Autumn,12,11.30560556,No,fresh,80
Peas,Summer,12,22.01335679,No,scrap,85
Cauliflower,Monsoon,9,13.91095073,Yes,fresh,26
Radish,Winter,4,20.49619272,No,wilted,35
Bitter gourd,Summer,12,33.73479061,Yes,average,32.5
Cabbage,Monsoon,9,28.79093033,No,average,30
Pumpkin,Summer,11,23.36203233,No,scrap,40
Cucumber,Winter,3,12.75499924,No,average,30
Bitter gourd,Summer,12,28.57448978,Yes,scrap,32.5
Cucumber,Spring,1,14.91128958,Yes,fresh,39
Cucumber,Winter,11,12.29759032,No,wilted,30
Radish,Summer,5,29.91988052,No,average,38
Chilly,Autumn,10,37.36179693,No,wilted,35
Tomato,Summer,10,23.8178031,Yes,average,39
Onion,Spring,2,11.22987732,Yes,fresh,32.5
Garlic,Monsoon,4,36.40893152,Yes,average,104
Cabbage,Monsoon,2,12.00921298,Yes,average,39
Potato,Monsoon,2,36.02539728,Yes,fresh,36.4
Radish,Autumn,3,21.7545812,No,scrap,35
Cabbage,Spring,5,20.96183616,No,scrap,30
Cauliflower,Winter,4,26.28392138,No,fresh,20
Chilly,Monsoon,2,38.71254452,Yes,scrap,45.5
Bitter gourd,Spring,11,36.96221635,No,average,25
Cauliflower,Summer,10,24.10990265,Yes,wilted,26
Pointed grourd,Autumn,2,30.87469693,Yes,fresh,45.5
Onion,Spring,6,27.41287757,No,average,25
Potato,Spring,7,30.80384737,No,fresh,28
Pumpkin,Winter,12,34.8798238,Yes,wilted,52
Chilly,Spring,10,11.03481487,Yes,average,45.5
Cauliflower,Winter,6,19.77279562,No,average,20
Pumpkin,Autumn,7,38.77987325,Yes,wilted,52
Onion,Autumn,1,38.48008926,Yes,wilted,32.5
Tomato,Summer,6,10.3366267,Yes,scrap,39
Onion,Winter,11,16.0432039,No,average,25
Garlic,Winter,3,39.81310127,Yes,wilted,104
Radish,Monsoon,1,24.78475228,Yes,wilted,49.4
Bitter gourd,Monsoon,8,27.18598012,Yes,average,32.5
Tomato,Summer,4,14.99260557,Yes,scrap,39
Okra,Autumn,10,36.83006826,Yes,fresh,26
Cucumber,Monsoon,8,16.93792899,Yes,scrap,39
Potato,Spring,10,15.6894289,Yes,wilted,36.4
Cabbage,Autumn,11,16.8436721,No,fresh,30
Garlic,Spring,4,37.58865108,No,fresh,80
Okra,Winter,4,31.08540122,No,scrap,20
Chilly,Autumn,12,33.05789183,Yes,fresh,45.5
Onion,Summer,10,21.31109075,No,wilted,25
Tomato,Winter,4,37.27531045,No,average,30
Pointed grourd,Winter,6,33.68223857,Yes,average,45.5
Radish,Spring,9,32.51792088,No,average,38
Cabbage,Winter,5,39.12820851,Yes,scrap,39
Okra,Monsoon,12,20.98590492,Yes,average,26
Radish,Autumn,10,28.3292094,Yes,average,45.5
Chilly,Monsoon,8,37.29789097,No,average,35
Potato,Spring,8,33.7266683,Yes,fresh,36.4
Pumpkin,Spring,4,26.90136875,No,fresh,40
Radish,Autumn,11,12.28641054,Yes,fresh,45.5
Radish,Winter,10,29.58170319,Yes,wilted,49.4
Potato,Summer,9,25.79666671,No,wilted,28
Tomato,Spring,9,15.52541384,Yes,wilted,39
Ginger,Autumn,5,36.4675937,No,average,60
Brinjal,Summer,6,20.29745785,Yes,fresh,52
Chilly,Winter,5,21.62439681,Yes,wilted,45.5
Cucumber,Spring,3,30.17204646,Yes,scrap,39
Pointed grourd,Autumn,11,24.66396226,Yes,fresh,45.5
Bitter gourd,Autumn,8,12.67843229,Yes,average,32.5
Tomato,Autumn,9,21.62324852,Yes,fresh,39
Peas,Spring,4,12.83398354,Yes,average,110.5
Onion,Summer,9,15.72251209,Yes,wilted,32.5
Pumpkin,Autumn,9,10.21523315,No,average,40
Onion,Winter,7,15.43939244,No,average,25
Radish,Autumn,8,19.91342062,No,scrap,35
Cauliflower,Summer,3,26.14655301,Yes,fresh,26
Brinjal,Spring,5,37.57831634,No,average,40
Okra,Autumn,3,26.20980602,No,scrap,20
Onion,Autumn,7,31.16810624,Yes,scrap,32.5
Peas,Winter,6,20.73031274,No,scrap,85
Pumpkin,Winter,11,32.54892381,Yes,wilted,52
Garlic,Autumn,3,28.61406238,No,wilted,80
Radish,Autumn,9,23.7938204,No,average,35
Radish,Winter,12,15.81306385,No,fresh,35
Ginger,Summer,1,19.10622724,No,wilted,60
Peas,Monsoon,10,28.62838262,No,wilted,85
Okra,Monsoon,3,22.78168973,Yes,average,26
Radish,Autumn,11,36.6815967,No,average,35
Bitter gourd,Winter,10,17.04520815,Yes,wilted,32.5
Bitter gourd,Spring,11,12.19217957,No,average,25
Cabbage,Spring,7,27.6804573,Yes,scrap,39
Onion,Monsoon,3,36.58152521,No,average,25
Ginger,Summer,3,20.94217088,No,scrap,60
Radish,Monsoon,2,29.43134005,No,wilted,35
Onion,Autumn,9,16.94237867,No,fresh,25
Bitter gourd,Summer,11,26.75415765,No,scrap,25
Brinjal,Spring,4,33.60376303,Yes,fresh,52
Potato,Winter,10,36.01094796,No,wilted,28
Bitter gourd,Winter,6,13.1535739,No,average,25
Brinjal,Autumn,2,20.69123549,Yes,scrap,52
Radish,Monsoon,9,29.18933326,No,scrap,38
Radish,Autumn,7,11.04168604,No,wilted,35
Potato,Winter,10,30.718456,No,wilted,28
Radish,Spring,5,25.84101648,No,average,38
Tomato,Winter,7,18.65698838,No,fresh,30
Garlic,Summer,4,34.43963352,Yes,scrap,104
Tomato,Winter,10,18.70152137,No,fresh,30
Garlic,Winter,7,39.74245139,Yes,scrap,104
Potato,Summer,2,34.49110567,No,scrap,28
Chilly,Monsoon,7,31.23941504,No,average,35
Tomato,Winter,4,11.84042674,Yes,scrap,39
Cabbage,Autumn,4,37.12931116,No,scrap,30
Garlic,Winter,1,33.70165917,No,wilted,80
Tomato,Autumn,12,16.87075238,Yes,average,39
Garlic,Summer,3,21.76744544,No,wilted,80
Bitter gourd,Winter,5,18.05894655,No,scrap,25
Tomato,Summer,5,39.53248103,Yes,average,39
Tomato,Summer,2,35.62589334,Yes,scrap,39
Peas,Monsoon,4,37.90675908,No,average,85
Cabbage,Winter,1,33.66322709,No,fresh,30
Radish,Autumn,9,23.69044723,No,fresh,35
Peas,Autumn,1,16.16302749,Yes,average,110.5
Radish,Winter,6,16.24240471,Yes,scrap,49.4
Okra,Monsoon,7,14.55048545,No,average,20
Bitter gourd,Monsoon,3,26.39948651,No,scrap,25
Radish,Monsoon,12,37.59899569,No,fresh,38
Okra,Autumn,1,39.7539421,Yes,scrap,26
Pointed grourd,Summer,7,18.618994,Yes,wilted,45.5
Okra,Monsoon,3,30.91943621,Yes,fresh,26
Garlic,Autumn,10,27.91294047,No,wilted,80
Pumpkin,Autumn,12,24.66808351,No,fresh,40
Brinjal,Summer,12,29.97305931,No,fresh,40
Okra,Winter,6,21.14089057,Yes,wilted,26
Potato,Winter,12,38.33454325,No,average,28
Radish,Monsoon,6,31.16346603,Yes,scrap,45.5
Cabbage,Monsoon,12,32.62603276,No,fresh,30
Peas,Summer,4,17.27266285,Yes,scrap,110.5
Pumpkin,Monsoon,12,15.0574601,No,fresh,40
Ginger,Summer,11,21.83022379,No,scrap,60
Radish,Autumn,6,33.00017456,Yes,fresh,49.4
Brinjal,Monsoon,11,38.16387729,No,average,40
Ginger,Autumn,10,22.81989478,Yes,fresh,78
Cucumber,Spring,4,33.22470377,No,average,30
Pointed grourd,Summer,8,24.11222858,No,fresh,35
Radish,Spring,9,18.85684749,No,scrap,35
Ginger,Monsoon,2,32.17795452,Yes,wilted,78
Cauliflower,Autumn,7,33.94606402,No,fresh,20
Radish,Monsoon,9,16.08522382,Yes,fresh,45.5
Tomato,Spring,9,19.15508506,No,average,30
Potato,Monsoon,12,24.8433053,No,scrap,28
Brinjal,Winter,5,15.59565489,Yes,average,52
Potato,Spring,1,37.86502896,No,scrap,28
Potato,Monsoon,6,27.74001738,No,scrap,28
Radish,Autumn,8,13.63609832,Yes,average,45.5
Onion,Monsoon,1,15.52089594,Yes,wilted,32.5
Cabbage,Autumn,2,38.63066036,No,scrap,30
Cabbage,Winter,1,32.14505757,Yes,wilted,39
Pumpkin,Monsoon,5,32.03215254,Yes,average,52
Ginger,Winter,2,12.17495782,No,wilted,60
Cauliflower,Spring,10,36.85896513,Yes,scrap,26
Peas,Autumn,10,23.31206088,Yes,average,110.5
Peas,Spring,4,29.79151968,No,wilted,85
Peas,Autumn,1,38.79067657,Yes,average,110.5
Brinjal,Winter,7,13.00037141,Yes,average,52
Tomato,Summer,8,24.46829378,No,wilted,30
Okra,Monsoon,5,11.4883821,No,scrap,20
Brinjal,Winter,2,24.9863627,Yes,scrap,52
Radish,Autumn,8,17.56778231,No,scrap,35
Radish,Autumn,1,37.33196588,Yes,scrap,49.4
Cauliflower,Autumn,7,21.95477483,Yes,fresh,26
Ginger,Autumn,1,29.01617338,Yes,average,78
Okra,Monsoon,12,35.80861794,Yes,average,26
Chilly,Spring,6,39.51075575,No,fresh,35
Radish,Summer,6,25.11458111,No,average,38
Potato,Monsoon,5,23.67273109,Yes,average,36.4
Garlic,Autumn,2,12.27218936,No,wilted,80
Tomato,Monsoon,2,10.3821683,Yes,fresh,39
Cabbage,Winter,9,28.26406277,Yes,average,39
Chilly,Autumn,5,11.96393056,No,average,35
Pointed grourd,Summer,5,21.41136811,No,fresh,35
Garlic,Autumn,7,10.10819308,Yes,fresh,104
Okra,Summer,6,28.45682497,No,wilted,20
Cucumber,Summer,2,22.76245481,Yes,wilted,39
Tomato,Spring,11,13.81062309,No,scrap,30
Radish,Spring,1,18.89102821,No,scrap,38
Cabbage,Monsoon,5,27.08982097,Yes,wilted,39
Cauliflower,Monsoon,4,29.70140104,No,average,20
Onion,Summer,12,23.87007639,No,fresh,25
Chilly,Autumn,3,34.11877348,Yes,wilted,45.5
Onion,Winter,2,13.37321235,Yes,scrap,32.5
Pointed grourd,Winter,10,12.53637168,Yes,fresh,45.5
Onion,Autumn,2,11.32732807,Yes,scrap,32.5
Potato,Autumn,4,26.07483518,Yes,average,36.4
Peas,Spring,2,31.18695113,Yes,average,110.5
Radish,Winter,4,13.91564198,No,scrap,38
Ginger,Summer,3,29.16836866,Yes,fresh,78
Ginger,Monsoon,9,24.30843299,Yes,scrap,78
Ginger,Spring,7,39.620335,Yes,fresh,78
Potato,Winter,11,31.52420828,No,wilted,28
Brinjal,Autumn,12,29.72420006,Yes,scrap,52
Pointed grourd,Winter,3,27.11349205,Yes,scrap,45.5
Onion,Summer,8,39.92098545,No,fresh,25
Pointed grourd,Spring,9,39.41377513,No,wilted,35
Peas,Autumn,7,26.14345376,Yes,fresh,110.5
Radish,Summer,6,23.65550042,No,fresh,35
Radish,Monsoon,4,23.86344768,No,scrap,38
Tomato,Spring,5,22.85027171,Yes,scrap,39
Brinjal,Summer,8,25.94194921,Yes,fresh,52
Pointed grourd,Summer,3,18.20752803,Yes,average,45.5
Tomato,Autumn,2,37.80366349,No,average,30
Cucumber,Monsoon,3,24.70690244,Yes,average,39
Radish,Summer,12,35.26023436,No,scrap,35
Cabbage,Spring,7,24.25911024,Yes,scrap,39
Cucumber,Summer,8,31.54870822,No,wilted,30
Cabbage,Winter,1,20.10645893,Yes,scrap,39
Bitter gourd,Spring,7,28.74420573,No,wilted,25
Potato,Spring,9,24.95114336,Yes,scrap,36.4
Pumpkin,Summer,12,21.0134277,Yes,average,52
Potato,Autumn,3,36.44668783,Yes,average,36.4
Cauliflower,Spring,3,13.38135048,No,fresh,20
Garlic,Winter,8,24.60769445,No,fresh,80
Onion,Autumn,4,15.8310722,Yes,wilted,32.5
Garlic,Autumn,8,35.83165274,No,wilted,80
Radish,Autumn,5,17.60408034,Yes,fresh,45.5
Radish,Spring,3,29.0029102,No,wilted,35
Cauliflower,Autumn,4,14.96690545,Yes,scrap,26
Cucumber,Summer,4,22.14741008,No,average,30
Chilly,Autumn,8,36.98071587,No,fresh,35
Pointed grourd,Winter,6,14.98193333,No,fresh,35
Bitter gourd,Monsoon,7,29.89587476,No,scrap,25
Ginger,Winter,9,16.13531112,No,wilted,60
Bitter gourd,Spring,6,22.47247158,Yes,fresh,32.5
Chilly,Autumn,3,26.21850653,No,fresh,35
Cucumber,Autumn,3,27.31919255,No,scrap,30
Cabbage,Summer,11,28.07534013,No,average,30
Radish,Autumn,3,29.20394246,No,fresh,35
Chilly,Winter,12,18.15306093,Yes,fresh,45.5
Pumpkin,Spring,10,22.04102457,No,scrap,40
Radish,Monsoon,2,11.11955991,No,fresh,38
Cucumber,Autumn,1,33.0627093,Yes,fresh,39
Pumpkin,Monsoon,11,35.11298505,Yes,average,52
Ginger,Autumn,10,15.9771029,No,fresh,60
Garlic,Spring,1,16.04331894,Yes,scrap,104
Ginger,Winter,4,11.26109207,No,average,60
Potato,Spring,3,39.11151468,No,average,28
Cucumber,Monsoon,5,34.21559704,Yes,average,39
Brinjal,Autumn,12,20.82109609,No,wilted,40
Ginger,Monsoon,9,24.45724814,Yes,scrap,78
Peas,Winter,12,18.75900882,Yes,wilted,110.5
Bitter gourd,Spring,8,27.91731905,No,fresh,25
Cucumber,Monsoon,12,31.51925237,No,average,30
Radish,Monsoon,9,23.42105434,Yes,wilted,49.4
Pointed grourd,Winter,5,36.2078258,No,fresh,35
Peas,Autumn,8,25.51077587,Yes,wilted,110.5
Onion,Monsoon,4,14.32759807,Yes,average,32.5
Cabbage,Winter,5,28.66874128,Yes,fresh,39
Potato,Autumn,12,23.86692898,Yes,average,36.4
Cabbage,Autumn,3,38.07015589,No,average,30
Radish,Spring,5,21.75681763,No,wilted,35
Radish,Winter,12,22.08597217,No,scrap,38
Potato,Autumn,3,29.52320169,No,fresh,28
Tomato,Spring,5,25.80958655,No,fresh,30
Cabbage,Summer,11,21.23349633,No,scrap,30
Peas,Winter,5,39.69323247,Yes,fresh,110.5
Peas,Summer,6,19.0655653,No,wilted,85
Radish,Autumn,9,18.32586376,Yes,fresh,49.4
Cabbage,Winter,1,35.93282886,Yes,wilted,39
Cucumber,Spring,12,10.10118831,Yes,fresh,39
Pumpkin,Autumn,10,16.03759483,No,wilted,40
Tomato,Winter,6,27.71340065,Yes,scrap,39
Cauliflower,Winter,1,14.87351584,No,fresh,20
Radish,Summer,6,39.57411768,Yes,wilted,45.5
Peas,Autumn,2,23.92586867,No,average,85
Cabbage,Spring,8,27.92092225,No,average,30
Cabbage,Spring,11,14.81120395,No,average,30
Radish,Autumn,3,18.68134303,No,fresh,38
Chilly,Autumn,10,28.43874348,No,wilted,35
Onion,Monsoon,6,26.4866012,Yes,average,32.5
Cauliflower,Summer,6,33.53091836,No,fresh,20
Peas,Autumn,4,18.07699536,No,wilted,85
Brinjal,Autumn,5,29.6062644,Yes,average,52
Onion,Monsoon,2,18.72926517,No,average,25
